"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image1","Input.image2","Input.image3","Input.image4","Input.image5","Input.image6","Input.image7","Input.image8","Input.image9","Input.image10","Input.image11","Input.image12","Answer.selected","Approve","Reject"
"3X2YVV51PU423UZSGQ6OBVM41WR1W6","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3BF51CHDTVAMLZGEFALPK7PVQTAH0U","AIWX8CTWASWI7","Approved","Wed Feb 20 11:05:13 PST 2019","Wed Feb 20 11:10:37 PST 2019","Sat Feb 23 11:10:37 PST 2019","Wed Feb 20 11:50:18 PST 2019","","","324","100% (94/94)","100% (94/94)","100% (26/26)","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5762/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7468/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6252/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7268/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8086/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8084/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5153/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7178/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7992/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7180/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1334/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5763/12.jpg","image12|image2|image8|image6|image1|image9|image3|image11|image4"
"3X2YVV51PU423UZSGQ6OBVM41WR1W6","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3TYCR1GOTCJL9G5UAPDFIYLOPH2LZX","A13AA4ZKU2F2D0","Approved","Wed Feb 20 11:05:39 PST 2019","Wed Feb 20 11:16:59 PST 2019","Sat Feb 23 11:16:59 PST 2019","Wed Feb 20 11:50:18 PST 2019","","","680","100% (37/37)","100% (37/37)","100% (37/37)","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5762/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7468/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6252/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7268/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8086/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8084/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5153/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7178/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7992/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7180/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1334/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5763/12.jpg","image2|image12|image6|image1|image9|image3|image11|image8"
"311HQEI8RSGK8BJZGT74B97ZLJUZ7O","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","34T446B1C0EV4R5YTI7O9GSFD150C4","A3PABOW1OQ9MX1","Approved","Wed Feb 20 11:04:06 PST 2019","Wed Feb 20 11:14:58 PST 2019","Sat Feb 23 11:14:58 PST 2019","Wed Feb 20 11:50:18 PST 2019","","","652","100% (37/37)","100% (37/37)","100% (37/37)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7868/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/punjabi/7900/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8574/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7948/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/punjabi/7899/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7948/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7500/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7465/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1710/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6253/12.jpg","image3|image2|image9|image10|image6|image1|image12|image7"
"311HQEI8RSGK8BJZGT74B97ZLJUZ7O","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3HFNH7HEMHEW9WQ2C2XMED4COXVQG2","A13AA4ZKU2F2D0","Approved","Wed Feb 20 11:05:05 PST 2019","Wed Feb 20 11:16:41 PST 2019","Sat Feb 23 11:16:41 PST 2019","Wed Feb 20 11:50:18 PST 2019","","","696","100% (37/37)","100% (37/37)","100% (37/37)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7868/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/punjabi/7900/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8574/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7948/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/punjabi/7899/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7948/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7500/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7465/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1710/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6253/12.jpg","image2|image1|image6|image10|image9|image7|image12"
"311HQEI8RSGK8BJZGT74B97ZLJUZ7O","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3M1CVSFP605VZ5DZQ25CIRT9Q2IAQA","AIWX8CTWASWI7","Approved","Wed Feb 20 11:04:12 PST 2019","Wed Feb 20 11:11:21 PST 2019","Sat Feb 23 11:11:21 PST 2019","Wed Feb 20 11:50:18 PST 2019","","","429","100% (94/94)","100% (94/94)","100% (26/26)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7868/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/punjabi/7900/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8574/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7948/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/punjabi/7899/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7948/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7500/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7465/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1710/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6253/12.jpg","image9|image12|image1|image8|image6|image7"
"34O39PNDK68Y8W0YJTP7U8RWVS2RB9","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3FTYUGLFSUL44QXDQK8BAH6OF9SD52","A13AA4ZKU2F2D0","Approved","Wed Feb 20 11:04:07 PST 2019","Wed Feb 20 11:10:25 PST 2019","Sat Feb 23 11:10:25 PST 2019","Wed Feb 20 11:50:18 PST 2019","","","378","100% (37/37)","100% (37/37)","100% (37/37)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7468/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5098/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7179/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6287/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/2923/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7268/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5057/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7266/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7178/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1711/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5058/12.jpg","image1|image9|image6|image5|image3|image8"
"34O39PNDK68Y8W0YJTP7U8RWVS2RB9","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3LPW2N6LKT2QLS8ZCFY0KHAC19N5U4","AIWX8CTWASWI7","Approved","Wed Feb 20 11:05:09 PST 2019","Wed Feb 20 11:11:14 PST 2019","Sat Feb 23 11:11:14 PST 2019","Wed Feb 20 11:50:19 PST 2019","","","365","100% (94/94)","100% (94/94)","100% (26/26)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7468/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5098/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7179/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6287/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/2923/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7268/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5057/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7266/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7178/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1711/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5058/12.jpg","image12|image4|image5|image6|image8|image1|image9|image3"
"34O39PNDK68Y8W0YJTP7U8RWVS2RB9","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3VJ40NV2QINXTPZSHP4PORO1ZQKTO5","AUMY3AA0I92SR","Approved","Wed Feb 20 11:02:44 PST 2019","Wed Feb 20 11:10:50 PST 2019","Sat Feb 23 11:10:50 PST 2019","Wed Feb 20 11:50:19 PST 2019","","","486","100% (39/39)","100% (39/39)","100% (39/39)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7468/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5098/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7179/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6287/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/2923/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7268/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5057/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7266/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7178/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1711/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5058/12.jpg","image4|image6|image3|image8|image7|image9|image12|image1"
"33KGGVH24UHHSU4IQV2ADE0BAYX1XZ","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","354P56DE9K3PTJUEB3IX306K7IX7S5","AIWX8CTWASWI7","Approved","Wed Feb 20 11:04:06 PST 2019","Wed Feb 20 11:05:11 PST 2019","Sat Feb 23 11:05:11 PST 2019","Wed Feb 20 11:50:19 PST 2019","","","65","100% (94/94)","100% (94/94)","100% (26/26)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7178/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5154/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5098/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7465/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5058/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5152/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1054/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8086/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1054/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1053/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1053/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8085/12.jpg","image10|image1|image5|image8|image11|image9"
"33KGGVH24UHHSU4IQV2ADE0BAYX1XZ","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3RWE2M8QWHAEVV2PI8G2PRMRC5IN08","AUMY3AA0I92SR","Approved","Wed Feb 20 11:03:26 PST 2019","Wed Feb 20 11:10:30 PST 2019","Sat Feb 23 11:10:30 PST 2019","Wed Feb 20 11:50:19 PST 2019","","","424","100% (39/39)","100% (39/39)","100% (39/39)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7178/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5154/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5098/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7465/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5058/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5152/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1054/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8086/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1054/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1053/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1053/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8085/12.jpg","image8|image1|image6|image11|image9|image10"
"33KGGVH24UHHSU4IQV2ADE0BAYX1XZ","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3SB5N7Y3O348L3L3V437Z7DUBTXG0U","A1R212A30YI8P5","Approved","Wed Feb 20 11:04:13 PST 2019","Wed Feb 20 11:06:26 PST 2019","Sat Feb 23 11:06:26 PST 2019","Wed Feb 20 11:50:19 PST 2019","","","133","100% (28/28)","100% (28/28)","100% (4/4)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7178/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5154/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5098/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7465/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5058/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5152/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1054/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8086/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1054/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1053/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1053/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8085/12.jpg","image9|image6|image8|image1|image5|image7|image10"
"3D5G8J4N5A4QXPBWSZL2VZMLM5FTVU","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3OUYGIZWR7YEYGE2YNTUTGRMCKJP06","AUMY3AA0I92SR","Approved","Wed Feb 20 11:02:40 PST 2019","Wed Feb 20 11:08:13 PST 2019","Sat Feb 23 11:08:13 PST 2019","Wed Feb 20 11:50:19 PST 2019","","","333","100% (39/39)","100% (39/39)","100% (39/39)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6287/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7868/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5057/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7179/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7267/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5154/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7246/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7992/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6252/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/2924/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6250/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7266/12.jpg","image1|image7|image2|image12|image10|image11|image5|image9|image6|image4"
"3D5G8J4N5A4QXPBWSZL2VZMLM5FTVU","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3P4RDNWND56TJ0SK70DG2O56PFVJIW","A3PABOW1OQ9MX1","Approved","Wed Feb 20 11:05:27 PST 2019","Wed Feb 20 11:16:50 PST 2019","Sat Feb 23 11:16:50 PST 2019","Wed Feb 20 11:50:19 PST 2019","","","683","100% (37/37)","100% (37/37)","100% (37/37)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6287/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7868/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5057/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7179/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7267/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5154/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7246/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7992/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6252/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/2924/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6250/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7266/12.jpg","image5|image4|image9|image6|image10|image2|image11|image12"
"3D5G8J4N5A4QXPBWSZL2VZMLM5FTVU","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3PW9OPU9PQKIDYYES8MIB82362Y12Z","AIWX8CTWASWI7","Approved","Wed Feb 20 11:02:38 PST 2019","Wed Feb 20 11:02:55 PST 2019","Sat Feb 23 11:02:55 PST 2019","Wed Feb 20 11:50:19 PST 2019","","","17","100% (94/94)","100% (94/94)","100% (26/26)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6287/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7868/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5057/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7179/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7267/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5154/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7246/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7992/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6252/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/2924/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6250/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7266/12.jpg","image1|image12|image5|image2|image7|image11|image10|image4|image6"
"3P4ZBJFX2V3TT9T0NPL90XQY259WFZ","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","32M8BPYGATMJSY2JZUSD5BDQXNDIGQ","A13AA4ZKU2F2D0","Approved","Wed Feb 20 11:18:51 PST 2019","Wed Feb 20 11:33:31 PST 2019","Sat Feb 23 11:33:31 PST 2019","Wed Feb 20 11:50:19 PST 2019","","","880","100% (37/37)","100% (37/37)","100% (37/37)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/2924/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6286/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5098/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5057/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5098/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5762/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5152/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5098/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8574/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8087/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/punjabi/7899/12.jpg","image5|image7|image12|image1|image9|image2|image3|image8|image6"
